onset	duration	trial_type	run_type	cue_position	score	score_txt	latency
43.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
46.5	1.5	ANTITARG	02AV	426	2	ERROR_CORRECTED	0.283
54.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
57.0	1.5	ANTITARG	02AV	7	2	ERROR_CORRECTED	0.367
61.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
64.5	1.5	ANTITARG	02AV	532	2	ERROR_CORRECTED	0.383
69.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
72.0	1.5	ANTITARG	02AV	633	2	ERROR_CORRECTED	0.5
76.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
79.5	1.5	ANTITARG	02AV	108	1	CORRECT	0.55
90.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
93.0	1.5	ANTITARG	02AV	532	2	ERROR_CORRECTED	0.267
97.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
100.5	1.5	ANTITARG	02AV	7	1	CORRECT	0.417
105.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
108.0	1.5	ANTITARG	02AV	214	1	CORRECT	0.367
115.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
118.5	1.5	ANTITARG	02AV	108	1	CORRECT	0.483
129.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
132.0	1.5	ANTITARG	02AV	426	2	ERROR_CORRECTED	0.483
136.5	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
139.5	1.5	ANTITARG	02AV	633	2	ERROR_CORRECTED	0.533
147.0	3.0	ANTICUE	02AV	n/a	n/a	n/a	n/a
150.0	1.5	ANTITARG	02AV	214	2	ERROR_CORRECTED	0.367
211.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
214.5	1.5	VGSTARG	02AV	426	1	CORRECT	0.267
219.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
222.0	1.5	VGSTARG	02AV	633	1	CORRECT	0.317
226.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
229.5	1.5	VGSTARG	02AV	214	1	CORRECT	0.417
240.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
243.0	1.5	VGSTARG	02AV	633	1	CORRECT	0.333
247.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
250.5	1.5	VGSTARG	02AV	532	-1	DROP	-0.001
255.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
258.0	1.5	VGSTARG	02AV	426	1	CORRECT	0.4
262.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
265.5	1.5	VGSTARG	02AV	7	1	CORRECT	0.317
276.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
279.0	1.5	VGSTARG	02AV	108	1	CORRECT	0.433
286.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
289.5	1.5	VGSTARG	02AV	7	-1	DROP	-0.001
294.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
297.0	1.5	VGSTARG	02AV	532	1	CORRECT	0.467
304.5	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
307.5	1.5	VGSTARG	02AV	214	1	CORRECT	0.633
315.0	3.0	VGSCUE	02AV	n/a	n/a	n/a	n/a
318.0	1.5	VGSTARG	02AV	108	1	CORRECT	0.283
