onset	duration	trial_type	run_type	cue_position	score	score_txt	latency
46.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
49.5	1.5	ANTITARG	12AV	214	1	CORRECT	0.417
54.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
57.0	1.5	ANTITARG	12AV	633	1	CORRECT	0.367
61.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
64.5	1.5	ANTITARG	12AV	108	1	CORRECT	0.383
69.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
72.0	1.5	ANTITARG	12AV	108	1	CORRECT	0.417
76.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
79.5	1.5	ANTITARG	12AV	7	1	CORRECT	0.4
84.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
87.0	1.5	ANTITARG	12AV	214	1	CORRECT	0.4
94.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
97.5	1.5	ANTITARG	12AV	7	1	CORRECT	0.417
105.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
108.0	1.5	ANTITARG	12AV	532	1	CORRECT	0.467
112.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
115.5	1.5	ANTITARG	12AV	633	1	CORRECT	0.517
123.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
126.0	1.5	ANTITARG	12AV	426	1	CORRECT	0.5
130.5	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
133.5	1.5	ANTITARG	12AV	532	1	CORRECT	0.45
144.0	3.0	ANTICUE	12AV	n/a	n/a	n/a	n/a
147.0	1.5	ANTITARG	12AV	426	1	CORRECT	0.433
214.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
217.5	1.5	VGSTARG	12AV	214	1	CORRECT	0.283
228.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
231.0	1.5	VGSTARG	12AV	108	1	CORRECT	0.283
235.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
238.5	1.5	VGSTARG	12AV	426	1	CORRECT	0.317
243.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
246.0	1.5	VGSTARG	12AV	532	1	CORRECT	0.367
253.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
256.5	1.5	VGSTARG	12AV	633	1	CORRECT	0.267
261.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
264.0	1.5	VGSTARG	12AV	7	1	CORRECT	0.3
268.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
271.5	1.5	VGSTARG	12AV	7	1	CORRECT	0.317
276.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
279.0	1.5	VGSTARG	12AV	108	1	CORRECT	0.3
286.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
289.5	1.5	VGSTARG	12AV	633	1	CORRECT	0.283
294.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
297.0	1.5	VGSTARG	12AV	214	1	CORRECT	0.317
301.5	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
304.5	1.5	VGSTARG	12AV	532	1	CORRECT	0.317
315.0	3.0	VGSCUE	12AV	n/a	n/a	n/a	n/a
318.0	1.5	VGSTARG	12AV	426	1	CORRECT	0.317
